Step,Temperature
423,208.63783617892
424,207.802391102941
425,206.968102862409
426,206.13591396267
427,205.306758876758
428,204.481562981704
429,203.661241505424
430,202.846698495548
431,202.038825811082
432,201.238502126227
433,200.446591955929
434,199.663944702458
435,198.891393720874
436,198.129755405814
437,197.379828309612
438,196.642392297429
439,195.918207696715
440,195.208014495146
441,194.512531564435
442,193.832455909781
443,193.168461953388
444,192.521200836902
445,191.891299768962
446,191.279361399113
447,190.685963219739
448,190.111656996899
449,189.556968259498
450,189.022395791469
451,188.508411157287
452,188.015458303274
453,187.543953162201
454,187.094283292249
455,186.666807546762
456,186.26185581304
457,185.879728545088
458,185.520697190996
459,185.185003607578
460,184.87285946475
461,184.584446802875
462,184.319917757845
463,184.079394533835
464,183.862969411058
465,183.670704788378
466,183.502633268239
467,183.358757779492
468,183.239051726005
469,183.143459171994
470,183.071895065176
471,183.024245498058
472,183.000368000797
473,183.000091870236
474,183.023218517571
475,183.069521862083
476,183.138748756659
477,183.230619437066
478,183.344828017655
479,183.4810429957
480,183.638907795725
481,183.818041343592
482,184.018038658047
483,184.238471484151
484,184.478888949307
485,184.738818226881
486,185.017765242855
487,185.315215408951
488,185.630634342101
489,185.963468640776
490,186.313146683878
491,186.679079430892
492,187.060661244631
493,187.457270724479
494,187.868271564262
495,188.293013432697
496,188.73083284799
497,189.181054074154
498,189.642990024938
499,190.115943183516
500,190.599206543096
501,191.092064524585
502,191.593793921215
503,192.103664846991
504,192.620941686408
505,193.144884042249
506,193.674747693299
507,194.209785556901
508,194.749248634041
509,195.292386972814
510,195.838450616998
511,196.38669054261
512,196.936359610306
513,197.486713499608
514,198.037011631119
515,198.586518094017
516,199.134502543556
517,199.680241114867
518,200.223017301767
519,200.762122816365
520,201.296858465447
521,201.826535004394
522,202.350473957134
523,202.868008172232
524,203.378482861325
525,203.881257600659
526,204.375705630679
527,204.861212833879
528,205.337181333262
529,205.803030339414
530,206.258195183209
531,206.70212855747
532,207.134301149578
533,207.554202253303
534,207.961340318963
535,208.355243494323
536,208.735460167731
537,209.101559447506
538,209.453131618211
539,209.789788592094
540,210.111164309524
541,210.416915110531
542,210.706720083968
543,210.980281392151
544,211.237324561624
545,211.477598729561
546,211.700876884336
547,211.906956055891
548,212.095657479083
549,212.266826734518
550,212.420333857615
551,212.556073399449
552,212.673964473645
553,212.773950762958
554,212.856000504317
555,212.920106444602
556,212.966285747151
557,212.994579900474
558,213.005054562372
559,212.997799390881
560,212.972927848888
561,212.93057697961
562,212.870907126442
563,212.794101648471
564,212.700366640654
565,212.589930565296
566,212.46304388659
567,212.319978691866
568,212.16102825649
569,211.986506585309
570,211.796747957464
571,211.592106450855
572,211.372955408915
573,211.139686901217
574,210.8927111651
575,210.632456021648
576,210.35936627475
577,210.07390309746
578,209.776543393386
579,209.467779128938
580,209.148116669795
581,208.818076103147
582,208.478190519679
583,208.129005290095
584,207.771077341468
585,207.404974418694
586,207.031274336096
587,206.650564204163
588,206.263439657695
589,205.870504079371
590,205.472367803435
591,205.06964733104
592,204.662964532189
593,204.252945827278
594,203.840221388336
595,203.425424334061
596,203.009189929889
597,202.592154769363
598,202.174955939429
599,201.758230236565
600,201.342613380623
601,200.928739186807
602,200.517238768445
603,200.108739762048
604,199.703865538507
605,199.303234424914
606,198.907458940838
607,198.517145041534
608,198.13289137295
609,197.755288530999
610,197.384918331762
611,197.022353119793
612,196.668155051541
613,196.322875417491
614,195.987053988905
615,195.66121834492
616,195.345883254389
617,195.04155006669
618,194.748706101348
619,194.467824067815
620,194.19936152138
621,193.943760314526
622,193.701446078063
623,193.4728277286
624,193.258296968073
625,193.058227657363
626,192.872975932912
627,192.70287990392
628,192.548258204815
629,192.409409745699
630,192.286614411749
631,192.180132513626
632,192.090204003563
633,192.017048443539
634,191.960864767091
635,191.921831087693
636,191.900104508545
637,191.8958209684
638,191.909095127071
639,191.940020261217
640,191.988668189687
641,192.055089230132
642,192.139312166409
643,192.241344257013
644,192.361171274567
645,192.498757563222
646,192.654046114756
647,192.826958680216
648,193.017395903703
649,193.225237479072
650,193.450342347411
651,193.692548884923
652,193.951675178067
653,194.227519254967
654,194.519859335153
655,194.828454181293
656,195.153043408184
657,195.493347835055
658,195.849069857752
659,196.219893833668
660,196.605486506632
661,197.005497444215
662,197.419559465562
663,197.847289119022
664,198.288287191295
665,198.742139198686
666,199.208415919636
667,199.686673941054
668,200.176456186339
669,200.677292499523
670,201.188700248172
671,201.710184889237
672,202.241240599413
673,202.781350906959
674,203.329989304725
675,203.886619898796
676,204.450698060682
677,205.021671086694
678,205.598978869599
679,206.182054577359
680,206.770325323371
681,207.363212850638
682,207.960134224182
683,208.560502528956
684,209.163727521777
685,209.769216269371
686,210.37637419426
687,210.984605820092
688,211.593314905156
689,212.201905033869
690,212.80978067076
691,213.416348214688
692,214.021016443611
693,214.623196946153
694,215.222304935196
695,215.817759932038
696,216.408986416855
697,216.995414482563
698,217.576480491266
699,218.151627694623
700,218.720306875768
701,219.281976920963
702,219.83610538143
703,220.382169250461
704,220.919655557009
705,221.448061768007
706,221.966896293016
707,222.475678971683
708,222.973941665909
709,223.461228827439
710,223.937098018894
711,224.401120418091
712,224.852881163612
713,225.291979752794
714,225.718030493354
715,226.130662906855
716,226.529522107241
717,226.91426913951
718,227.284581324412
719,227.640152579137
720,227.980693712695
721,228.305932691345
722,228.615614893592
723,228.909503341449
724,229.187378906963
725,229.449040502025
726,229.694305239636
727,229.923008584398
728,230.135004468598
729,230.330165384987
730,230.508382470329
731,230.669565554884
732,230.813643200528
733,230.940562713549
734,231.05029012259
735,231.142810157459
736,231.218126187811
737,231.276260143867
738,231.317252406838
739,231.341161694328
740,231.348064935185
741,231.338057098523
742,231.311251010134
743,231.267777148881
744,231.207783428985
745,231.13143495449
746,231.0389137643
747,230.93041854578
748,230.806164344529
749,230.666382233965
750,230.511318990685
751,230.341236754069
752,230.156412643726
753,229.957138386383
754,229.743719923189
755,229.516476998516
756,229.275742713204
757,229.021863101995
758,228.755196684405
759,228.476113982954
760,228.184997051075
761,227.88223899456
762,227.568243462072
763,227.243424133646
764,226.908204207077
765,226.563015868118
766,226.208299761252
767,225.844504440162
768,225.472085818379
769,225.091506619453
770,224.703235813327
771,224.307748057304
772,223.905523110937
773,223.49704526752
774,223.082802796038
775,222.663287341085
776,222.238993286861
777,221.810417312009
778,221.378057561843
779,220.94241441115
780,220.503987775181
781,220.063276724767
782,219.620780809428
783,219.176997889931
784,218.732424301015
785,218.287554155623
786,217.842878568858
787,217.398885238393
788,216.956057920877
789,216.514875894089
790,216.075813441208
791,215.63933933122
792,215.205916321431
793,214.776000667238
794,214.350041628511
795,213.92848099537
796,213.51175263826
797,213.100282052765
798,212.694485921208
799,212.294771692746
800,211.901537174483
801,211.51517013611
802,211.136047912589
803,210.764537044193
804,210.400992918762
805,210.0457594401
806,209.699168702796
807,209.361540663757
808,209.033182892286
809,208.71439027327
810,208.405444212511
811,208.106613571159
812,207.818155391994
813,207.540310420364
814,207.273305344463
815,207.01735491679
816,206.772658878597
817,206.539402685033
818,206.317757428577
819,206.107879667595
820,205.909911381284
821,205.723979888783
822,205.55019778874
823,205.388662940809
824,205.239458444114
825,205.102652641906
826,204.978299138612
827,204.866436831449
828,204.767089978172
829,204.680268256225
830,204.60596685546
831,204.544166583785
832,204.49483397421
833,204.457921424204
834,204.433367351992
835,204.42109637032
836,204.421019467834
837,204.433034199698
838,204.457024891547
839,204.492862874872
840,204.540406730557
841,204.599502539193
842,204.66998414597
843,204.751673435364
844,204.844380630156
845,204.947904594169
846,205.062033136398
847,205.186543337746
848,205.321201893191
849,205.465765451287
850,205.619980975338
851,205.783586108238
852,205.956309537637
853,206.137871380858
854,206.327983570995
855,206.526350252717
856,206.73266818229
857,206.946627145662
858,207.16791035213
859,207.396194858169
860,207.631152002729
861,207.872447816779
862,208.11974346401
863,208.372695660245
864,208.630957105458
865,208.894176933642
866,209.162001142925
867,209.434073025923
868,209.710033611374
869,209.989522104631
870,210.272176323894
871,210.557633132892
872,210.845528879907
873,211.135499785112
874,211.427182394179
875,211.720214037675
876,212.014233152125
877,212.308879877833
878,212.603795882084
879,212.898626310113
880,213.193018751291
881,213.486622775508
882,213.779092523879
883,214.070086131036
884,214.359265887182
885,214.646298771052
886,214.93085680158
887,215.21261703331
888,215.491262926896
889,215.766484296245
890,216.037975975867
891,216.3054398304
892,216.568585346251
893,216.827128922357
894,217.080794476444
895,217.329313724755
896,217.57242642717
897,217.80988063518
898,218.041432915874
899,218.266848551168
900,218.485901761393
901,218.698375905263
902,218.904063664938
903,219.102767178087
904,219.294298214147
905,219.478478350958
906,219.655139064348
907,219.824121863893
908,219.985278378472
909,220.13847045749
910,220.283570259202
911,220.420460308586
912,220.549033550069
913,220.669193410908
914,220.780853800595
915,220.883939113358
916,220.978384269388
917,221.06413468645
918,221.14114625916
919,221.209385324048
920,221.268828607689
921,221.319463177103
922,221.361286367263
923,221.394305700454
924,221.418538782233
925,221.434013202701
926,221.440766437236
927,221.438845701365
928,221.428307818769
929,221.409219082515
930,221.381655095166
931,221.34570059932
932,221.301449300814
933,221.249003697198
934,221.188474880804
935,221.11998231667
936,221.043653647443
937,220.959624489145
938,220.868038197388
939,220.76904563552
940,220.662804923723
941,220.54948120494
942,220.429246403928
943,220.302278952156
944,220.168763533115
945,220.028890823395
946,219.882857214965
947,219.730864543686
948,219.573119810364
949,219.40983488785
950,219.241226241122
951,219.067514324837
952,218.888924116905
953,218.705684951879
954,218.518028208502
955,218.326188450643
956,218.130403961892
957,217.930915193958
958,217.727964840283
959,217.521797540761
960,217.312659594562
961,217.100798656547
962,216.886463450118
963,216.669903473657
964,216.451368702275
965,216.231109320429
966,216.009375428089
967,215.786416742182
968,215.562482347099
969,215.337820404191
970,215.112677923163
971,214.887300379023
972,214.661931538936
973,214.436813280304
974,214.212185201259
975,213.988284436146
976,213.765345406666
977,213.543599592658
978,213.32327529906
979,213.104597436212
980,212.887787295215
981,212.673062342438
982,212.460636021774
983,212.250717119669
984,212.043511066426
985,211.839218558625
986,211.638034189377
987,211.440148444041
988,211.245746966583
989,211.055009941006
990,210.868112164253
991,210.685222910092
992,210.5065058061
993,210.332118715983
994,210.162213622867
995,209.996936520812
996,209.836427340933
997,209.680819845384
998,209.530241557783
999,209.384813686955
1000,209.24465107222
1001,209.109862132837
1002,208.980548808776
1003,208.856806540677
1004,208.738724225686
1005,208.626384204626
1006,208.519862251149
1007,208.419227565865
1008,208.324542768359
1009,208.235863904168
1010,208.153240475194
1011,208.076715456229
1012,208.006325334383
1013,207.942100141953
1014,207.884063499004
1015,207.832232677695
1016,207.786618658679
1017,207.747226193501
1018,207.714053878108
1019,207.68709423376
1020,207.666333784786
1021,207.651753156506
1022,207.643327172604
1023,207.641024939288
1024,207.644809684723
1025,207.654639575297
1026,207.670467943104
1027,207.692241950964
1028,207.719903301386
1029,207.753389368985
1030,207.792632741768
1031,207.837561106518
1032,207.88809756263
1033,207.944160770993
1034,208.005665096989
1035,208.072520756456
1036,208.144633989479
1037,208.221907149709
1038,208.304238902275
1039,208.391524434685
1040,208.483655540831
1041,208.580520801794
1042,208.682005762403
1043,208.787993084849
1044,208.898362699924
1045,209.012991915985
1046,209.131755699713
1047,209.254526893505
1048,209.381176268432
1049,209.511571971424
1050,209.645582109997
1051,209.783072585758
1052,209.923906408641
1053,210.067946665603
1054,210.215055056469
1055,210.365092356508
1056,210.517918633468
1057,210.67339335027
1058,210.831375453292
1059,210.991723562258
1060,211.154296119575
1061,211.31895154255
1062,211.485548366247
1063,211.65394537381
1064,211.824001735114
1065,211.99557714778
1066,212.168531966539
1067,212.342727323097
1068,212.518025253951
1069,212.694288821509
1070,212.871382233841
1071,213.049170954635
1072,213.227521813723
1073,213.40630311627
1074,213.585384742565
1075,213.764638242882
1076,213.943936929377
1077,214.123155970545
1078,214.30217248732
1079,214.480865622495
1080,214.659116614045
1081,214.836808886838
1082,215.013828115255
1083,215.190062283706
1084,215.365401757196
1085,215.539739333438
1086,215.712970296305
1087,215.884992467105
1088,216.055706248258
1089,216.225014673011
1090,216.392823435371
1091,216.559040925422
1092,216.723578262788
1093,216.88634932789
1094,217.047270772821
1095,217.206262042309
1096,217.36324539276
1097,217.518145903034
1098,217.670891492433
1099,217.821412914494
1100,217.969643753897
1101,218.115520438064
1102,218.258982085815
1103,218.399970689455
1104,218.538431548208
1105,218.674312703495
1106,218.807564337425
1107,218.938139316413
1108,219.065993733401
1109,219.19108650586
1110,219.313379080739
1111,219.43283557899
1112,219.549422774874
1113,219.663110049255
1114,219.773869363746
1115,219.88167523744
1116,219.986504696209
1117,220.08833724124
1118,220.187154806674
1119,220.282941714593
1120,220.375684649106
1121,220.465372612994
1122,220.551996854858
1123,220.63555081736
1124,220.716030160406
1125,220.793432730613
1126,220.867758471523
1127,220.939009376659
1128,221.007189452597
1129,221.072304639401
1130,221.134362732889
1131,221.193373359059
1132,221.249347954586
1133,221.30229972875
1134,221.352243683431
1135,221.399196569807
1136,221.443176744024
1137,221.484204129154
1138,221.522300213941
1139,221.557487998417
1140,221.589791957314
1141,221.619238004299
1142,221.645853435582
1143,221.669666909444
1144,221.690708401524
1145,221.709009158793
1146,221.724601692791
1147,221.737519419213
1148,221.747797470969
1149,221.755472590674
1150,221.760581517579
1151,221.76316202339
1152,221.763253632208
1153,221.760896811503
1154,221.756132940747
1155,221.749004385876
1156,221.739554464808
1157,221.72782744203
1158,221.713868515368
1159,221.697723779402
1160,221.679440222215
1161,221.659065702939
1162,221.636648920464
1163,221.61223942294
1164,221.585887603517
1165,221.557644639479
1166,221.527562517068
1167,221.495694034296
1168,221.462092759567
1169,221.426813044713
1170,221.389910000135
1171,221.351439506015
1172,221.311458198858
1173,221.270023455957
1174,221.227193399332
1175,221.18302689118
1176,221.13758337361
1177,221.090923110672
1178,221.043107508701
1179,220.994198669455
1180,220.944258885346
1181,220.893350943172
1182,220.841538804567
1183,220.788887310185
1184,220.735461817307
1185,220.681328379958
1186,220.626553754603
1187,220.571205396698
1188,220.515351448573
1189,220.459060716989
1190,220.402402718207
1191,220.345447643309
1192,220.288266307222
1193,220.230930187662
1194,220.173511413557
1195,220.116082738899
1196,220.058717536328
1197,220.001489788023
1198,219.944474065073
1199,219.887745511808
1200,219.831379826865
1201,219.775453241546
1202,219.720042505281
1203,219.665224869503
1204,219.611078059341
1205,219.557680242312
1206,219.505109998567
1207,219.453446301259
1208,219.402768477178
1209,219.353156173128
1210,219.304689334188
1211,219.257448164818
1212,219.21151308309
1213,219.166964688509
1214,219.123883715601
1215,219.082350981335
1216,219.042447348662
1217,219.00425367823
1218,218.967850775705
1219,218.933319344296
1220,218.900739932124
1221,218.870192863909
1222,218.84175818548
1223,218.815515625984
1224,218.791544512413
1225,218.769923704063
1226,218.750731550665
1227,218.734045812281
1228,218.719943584385
1229,218.708501276568
1230,218.699794416789
1231,218.693897662071
1232,218.690884803952
1233,218.690828572363
1234,218.693800601096
1235,218.699871159578
1236,218.709109332763
1237,218.72158361679
1238,218.737360643192
1239,218.756504605165
1240,218.779078758508
1241,218.805145061172
1242,218.834763449221
1243,218.86799201092
1244,218.904886914926
1245,218.945502331946
1246,218.989890357634
1247,219.03810088001
1248,219.090181532187
1249,219.146177635379
1250,219.206132062431
1251,219.27008517199
1252,219.338074732692
1253,219.410135846349
1254,219.48630085951
1255,219.566599291682
1256,219.651057739874
1257,219.739699760275
1258,219.832545764252
1259,219.929613269109
1260,220.030916846593
1261,220.136467530732
1262,220.246272676337
1263,220.360336163454
1264,220.478658740575
1265,220.601237763863
1266,220.728066838003
1267,220.859135928487
1268,220.9944312998
1269,221.133935476436
1270,221.277627202005
1271,221.425481388448
1272,221.577469084199
1273,221.733557436954
1274,221.893709663133
1275,222.057885020049
1276,222.22603878831
1277,222.398122245062
1278,222.574082640848
1279,222.753863203281
1280,222.937403123699
1281,223.124637553818
1282,223.315497619863
1283,223.509910413508
1284,223.707798997735
1285,223.90908244321
1286,224.113675835828
1287,224.321490297154
1288,224.53243303017
1289,224.746407348431
1290,224.963312706991
1291,225.183044749627
1292,225.40549537023
1293,225.630552756538
1294,225.858101446051
1295,226.088022394219
1296,226.320193047945
1297,226.554487417572
1298,226.790776151613
1299,227.028926627316
1300,227.268803033095
1301,227.510266459824
1302,227.753175008744
1303,227.99738388961
1304,228.242745527818
1305,228.489109675881
1306,228.736323531268
1307,228.984231844953
1308,229.232677059398
1309,229.481499444243
1310,229.73053721306
1311,229.979626669558
1312,230.228602342462
1313,230.477297144998
1314,230.725542508612
1315,230.97316853271
1316,231.220004153115
1317,231.46587729295
1318,231.710615023874
1319,231.954043738867
1320,232.195989303508
1321,232.436277223037
1322,232.674732831735
1323,232.911181454909
1324,233.145448592555
1325,233.377360085924
1326,233.606742299757
1327,233.833422312839
1328,234.057228076913
1329,234.277988615563
1330,234.495534206446
1331,234.70969655329
1332,234.920308980617
1333,235.127206627971
1334,235.330226617019
1335,235.529208227318
1336,235.723993087755
1337,235.914425359492
1338,236.100351919655
1339,236.281622534565
1340,236.45809003883
1341,236.629610514356
1342,236.796043467029
1343,236.9572519943
1344,237.113102946104
1345,237.263467097477
1346,237.408219319035
1347,237.547238737096
1348,237.680408883253
1349,237.80761784561
1350,237.928758429838
1351,238.04372829279
1352,238.15243010798
1353,238.254771680723
1354,238.350666062811
1355,238.440031716807
1356,238.522792633288
1357,238.598878406803
1358,238.668224441477
1359,238.730771998022
1360,238.786468233638
1361,238.835266392505
1362,238.87712587099
1363,238.912012285501
1364,238.939897543495
1365,238.96075993223
1366,238.974584180449
1367,238.981361513606
1368,238.981089695516
1369,238.973773077906
1370,238.959422641116
1371,238.938056011497
1372,238.909697508635
1373,238.874378111809
1374,238.832135486101
1375,238.783014022103
1376,238.72706478687
1377,238.664345521343
1378,238.594919984829
1379,238.518860470743
1380,238.436244529092
1381,238.347155023948
1382,238.25168320307
1383,238.149926087725
1384,238.041987053557
1385,237.927975757562
1386,237.808008039685
1387,237.682205845988
1388,237.550697127536
1389,237.413615738642
1390,237.271101316601
1391,237.123299163612
1392,236.970360128183
1393,236.812440470371
1394,236.649701701587
1395,236.482310450397
1396,236.310438319359
1397,236.134261715893
1398,235.953961684837
1399,235.769723742429
1400,235.581737696471
1401,235.3901974536
1402,235.195300782473
1403,234.997249216986
1404,234.796247891441
1405,234.592505240212
1406,234.386232796487
1407,234.177644970824
1408,233.966958840355
1409,233.754393923659
1410,233.540171960492
1411,233.324516701229
1412,233.107653655903
1413,232.889809869938
1414,232.67121370201
1415,232.452094565188
1416,232.23268268031
1417,232.013208834062
1418,231.793904145481
1419,231.574999804781
1420,231.35672680756
1421,231.139315731957
1422,230.922996485435
1423,230.707998038177
1424,230.49454817392
1425,230.282873270519
1426,230.073198031012
1427,229.865745211179
1428,229.660735400043
1429,229.4583867801
1430,229.258914873819
1431,229.062532300686
1432,228.86944854966
1433,228.679869347454
1434,228.493997832282
1435,228.312032868329
1436,228.13416814089
1437,227.960593967848
1438,227.791496218308
1439,227.627055874496
1440,227.46744904595
1441,227.312846690065
1442,227.163414384477
1443,227.019312168691
1444,226.880694357958
1445,226.747709348457
1446,226.620499454944
1447,226.499200732401
1448,226.383942807882
1449,226.274848726936
1450,226.172034794056
1451,226.075610440456
1452,225.985678089542
1453,225.902333029266
1454,225.825663281708
1455,225.755749501982
1456,225.692664861602
1457,225.636474949175
1458,225.587237696494
1459,225.545003286409
1460,225.50981408585
1461,225.481704582866
1462,225.460701330588
1463,225.446822904806
1464,225.440079865693
1465,225.440474724734
1466,225.448001934362
1467,225.462647876207
1468,225.484390854561
1469,225.513201112918
1470,225.549040853832
1471,225.591864261839
1472,225.641617533558
1473,225.698238918136
1474,225.761658789844
1475,225.831799700411
1476,225.908576446942
1477,225.991896168624
1478,226.081658423959
1479,226.177755295621
1480,226.280071488786
1481,226.388484450428
1482,226.50286450154
1483,226.623074955876
1484,226.748972289033
1485,226.880406268472
1486,227.017220093484
1487,227.159250581128
1488,227.306328334001
1489,227.458277916748
1490,227.614918050289
1491,227.77606180027
1492,227.941516772171
1493,228.111085326929
1494,228.284564792488
1495,228.461747686107
1496,228.642421934992
